ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,OccupancyRatio,PriceModel1,VehicleWeight,TrafficLevel,DemandRaw,DemandNorm,PriceModel2,Timestamp
11811,Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,04-10-2016,09:32:00,0.6443471542621684,13.221735771310842,0.5,1,1.1077388617048671,0.23970801151965188,11.2,2016-10-04 09:32:00
3939,BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,04-10-2016,09:32:00,0.6026200873362445,13.013100436681222,1.5,1,1.0910480349344978,0.23622928885589603,11.18,2016-10-04 09:32:00
5251,BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,04-10-2016,09:32:00,0.46,12.3,0.5,1,0.7340000000000001,0.1618128978487629,10.81,2016-10-04 09:32:00
6563,BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,04-10-2016,09:32:00,0.622680412371134,13.11340206185567,1.5,1,1.3990721649484534,0.300428057245577,11.5,2016-10-04 09:32:00
10500,Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,04-10-2016,09:59:00,0.1698180520870496,10.849090260435247,1.0,1,1.0679272208348198,0.23141042031693174,11.16,2016-10-04 09:59:00
5252,BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,04-10-2016,09:59:00,0.5316666666666666,12.658333333333333,1.0,1,0.9126666666666667,0.19905082447408926,11.0,2016-10-04 09:59:00
17060,Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,04-10-2016,09:59:00,0.653125,13.265625,1.5,1,1.41125,0.302966176619298,11.51,2016-10-04 09:59:00
14436,Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,04-10-2016,09:59:00,0.4969742813918306,12.484871406959153,1.5,1,1.348789712556732,0.2899481266147689,11.45,2016-10-04 09:59:00
2628,BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,04-10-2016,09:59:00,0.8446808510638298,14.22340425531915,0.5,1,0.8878723404255319,0.1938831604743218,10.97,2016-10-04 09:59:00
15748,Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,04-10-2016,09:59:00,0.33902674830808893,11.695133741540445,0.0,1,0.8356106993232355,0.18299072489585286,10.91,2016-10-04 09:59:00
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,04-10-2016,09:59:00,0.6098191214470284,13.049095607235142,1.0,1,0.9439276485788115,0.20556627680998535,11.03,2016-10-04 09:59:00
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,04-10-2016,09:59:00,0.5684420109507218,12.84221005475361,1.0,1,1.2273768043802886,0.2646430988197583,11.32,2016-10-04 09:59:00
7876,Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,04-10-2016,09:59:00,0.8695652173913043,14.347826086956522,1.0,1,1.0478260869565217,0.2272209172472717,11.14,2016-10-04 09:59:00
6564,BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,04-10-2016,09:59:00,0.6742268041237114,13.371134020618557,1.0,2,1.0696907216494844,0.231777971327791,11.16,2016-10-04 09:59:00
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,04-10-2016,09:59:00,0.25996533795493937,11.299826689774697,0.5,1,0.6539861351819757,0.145136309637369,10.73,2016-10-04 09:59:00
11812,Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,04-10-2016,09:59:00,0.7216070048931239,13.60803502446562,1.5,1,1.4386428019572495,0.3086754181268324,11.54,2016-10-04 09:59:00
3940,BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,04-10-2016,09:59:00,0.7059679767103348,13.529839883551674,1.0,1,1.282387190684134,0.276108431257147,11.38,2016-10-04 09:59:00
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,04-10-2016,09:59:00,0.39598229485869935,11.979911474293496,1.0,1,1.1583929179434798,0.250265392281715,11.25,2016-10-04 09:59:00
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,04-10-2016,10:26:00,0.6197112991538078,13.098556495769039,1.5,1,1.697884519661523,0.3627068960863211,11.81,2016-10-04 10:26:00
14437,Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,04-10-2016,10:26:00,0.5408472012102874,12.704236006051437,1.0,1,1.2163388804841149,0.2623425611323983,11.31,2016-10-04 10:26:00
2629,BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,04-10-2016,10:26:00,0.9148936170212766,14.574468085106382,1.0,1,1.3659574468085107,0.2935262469229265,11.47,2016-10-04 10:26:00
15749,Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,04-10-2016,10:26:00,0.368030937802127,11.840154689010635,1.0,1,1.4472123751208508,0.3104614991156937,11.55,2016-10-04 10:26:00
10501,Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,04-10-2016,10:26:00,0.1872993221548341,10.93649661077417,0.0,1,1.0749197288619337,0.23286780744850266,11.16,2016-10-04 10:26:00
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,04-10-2016,10:26:00,0.30675909878682844,11.533795493934143,1.0,1,1.1227036395147314,0.24282698893409985,11.21,2016-10-04 10:26:00
7877,Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,04-10-2016,10:26:00,0.9304347826086956,14.652173913043478,1.0,1,1.6721739130434783,0.3573482598023544,11.79,2016-10-04 10:26:00
3941,BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,04-10-2016,10:26:00,0.7714701601164483,13.857350800582243,1.0,2,1.7085880640465796,0.36493774198431544,11.82,2016-10-04 10:26:00
11813,Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,04-10-2016,10:26:00,0.7816121555498327,13.908060777749164,1.0,1,1.9126448622199332,0.4074675110763586,12.04,2016-10-04 10:26:00
17061,Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,04-10-2016,10:26:00,0.6895833333333333,13.447916666666666,1.0,1,1.5758333333333334,0.33726883757313175,11.69,2016-10-04 10:26:00
5253,BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,04-10-2016,10:26:00,0.5716666666666667,12.858333333333334,1.0,2,1.3286666666666667,0.28575405661664016,11.43,2016-10-04 10:26:00
6565,BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,04-10-2016,10:26:00,0.7237113402061855,13.618556701030927,1.0,1,1.2894845360824743,0.27758766872269547,11.39,2016-10-04 10:26:00
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,04-10-2016,10:26:00,0.6821705426356589,13.410852713178294,1.0,1,1.2728682170542636,0.2741244750542877,11.37,2016-10-04 10:26:00
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,04-10-2016,10:26:00,0.4279877425944842,12.139938712972421,1.0,1,1.1711950970377938,0.252933638209467,11.26,2016-10-04 10:26:00
7878,Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,04-10-2016,10:59:00,0.9782608695652174,14.891304347826086,0.5,2,1.3413043478260867,0.28838801768228617,11.44,2016-10-04 10:59:00
17062,Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,04-10-2016,10:59:00,0.7223958333333333,13.611979166666668,1.0,2,1.6889583333333336,0.3608464893426656,11.8,2016-10-04 10:59:00
5254,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,04-10-2016,10:59:00,0.6075,13.0375,1.0,2,1.3430000000000002,0.28874142759591076,11.44,2016-10-04 10:59:00
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,04-10-2016,10:59:00,0.4610146407899217,12.305073203949608,0.5,3,1.8344058563159686,0.391160841144883,11.96,2016-10-04 10:59:00
15750,Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,04-10-2016,10:59:00,0.38994521430873347,11.949726071543667,1.0,2,1.5559780857234935,0.3331305824222573,11.67,2016-10-04 10:59:00
11814,Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,04-10-2016,10:59:00,0.816121555498326,14.080607777491629,1.0,2,2.02644862219933,0.4311866308364277,12.16,2016-10-04 10:59:00
3942,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,04-10-2016,10:59:00,0.834061135371179,14.170305676855895,1.0,2,1.4336244541484715,0.30762948789837924,11.54,2016-10-04 10:59:00
14438,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,04-10-2016,10:59:00,0.5983358547655068,12.991679273827534,1.0,2,1.3393343419062027,0.2879774266231662,11.44,2016-10-04 10:59:00
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,04-10-2016,10:59:00,0.37954939341421146,11.897746967071058,1.5,3,1.8018197573656842,0.3843692062845305,11.92,2016-10-04 10:59:00
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,04-10-2016,10:59:00,0.7958656330749354,13.979328165374678,1.0,2,1.4183462532299742,0.304445186453771,11.52,2016-10-04 10:59:00
10502,Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,04-10-2016,10:59:00,0.20478059222261863,11.023902961113093,1.5,2,1.3319122368890475,0.2864305023580489,11.43,2016-10-04 10:59:00
2630,BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,04-10-2016,10:59:00,0.9744680851063829,14.872340425531915,0.0,3,1.5897872340425532,0.34017712673776057,11.7,2016-10-04 10:59:00
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,04-10-2016,10:59:00,0.6789447486311598,13.394723743155799,0.5,2,1.5215778994524638,0.32596085324917057,11.63,2016-10-04 10:59:00
6566,BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,04-10-2016,10:59:00,0.7649484536082474,13.824742268041238,1.0,3,1.8059793814432987,0.3852361602557496,11.93,2016-10-04 10:59:00
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,04-10-2016,11:25:00,0.7088103534096566,13.544051767048284,0.5,2,1.8335241413638625,0.39097707302907525,11.95,2016-10-04 11:25:00
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,04-10-2016,11:25:00,0.9872340425531915,14.936170212765958,1.0,2,1.7948936170212766,0.38292565158709524,11.91,2016-10-04 11:25:00
5255,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,04-10-2016,11:25:00,0.6375,13.1875,1.0,2,1.655,0.3537688517028239,11.77,2016-10-04 11:25:00
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,04-10-2016,11:25:00,0.42807625649913345,12.140381282495667,1.0,2,1.5712305025996536,0.3363095099250185,11.68,2016-10-04 11:25:00
14439,Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,04-10-2016,11:25:00,0.6202723146747352,13.101361573373676,1.5,2,1.798108925869894,0.38359579021572904,11.92,2016-10-04 11:25:00
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,04-10-2016,11:25:00,0.46612189308818525,12.330609465440926,0.5,2,1.7364487572352738,0.3707445019583341,11.85,2016-10-04 11:25:00
17063,Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,04-10-2016,11:25:00,0.74375,13.71875,1.5,2,2.1475,0.4564163080254353,12.28,2016-10-04 11:25:00
11815,Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,04-10-2016,11:25:00,0.829513262941025,14.147566314705125,1.5,2,2.48180530517641,0.5260926312975426,12.63,2016-10-04 11:25:00
3943,BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,04-10-2016,11:25:00,0.8791848617176128,14.395924308588064,0.5,2,1.601673944687045,0.34265456960415647,11.71,2016-10-04 11:25:00
10503,Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,04-10-2016,11:25:00,0.2097752408134142,11.04887620406707,1.5,2,1.6339100963253654,0.3493732680149252,11.75,2016-10-04 11:25:00
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,04-10-2016,11:25:00,0.8372093023255814,14.186046511627907,0.5,2,1.5848837209302324,0.33915513049811735,11.7,2016-10-04 11:25:00
6567,BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,04-10-2016,11:25:00,0.7690721649484537,13.845360824742269,1.5,3,2.257628865979381,0.4793695018538155,12.4,2016-10-04 11:25:00
7879,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,04-10-2016,11:25:00,0.9739130434782609,14.869565217391305,1.0,2,2.089565217391304,0.44434146930993046,12.22,2016-10-04 11:25:00
15751,Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,04-10-2016,11:25:00,0.3999355462455688,11.999677731227845,1.5,3,2.7099742184982274,0.5736478771135405,12.87,2016-10-04 11:25:00
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,04-10-2016,11:59:00,0.8578811369509044,14.289405684754522,1.0,2,1.7431524547803618,0.37214169485368315,11.86,2016-10-04 11:59:00
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,04-10-2016,11:59:00,0.7317073170731707,13.658536585365853,0.5,2,1.842682926829268,0.39288595837126483,11.96,2016-10-04 11:59:00
11816,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,04-10-2016,11:59:00,0.836466649497811,14.182333247489055,0.5,2,2.1845866597991246,0.46414595531859704,12.32,2016-10-04 11:59:00
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,04-10-2016,11:59:00,0.4488734835355286,12.244367417677644,0.0,2,1.2795493934142113,0.2755169740565037,11.38,2016-10-04 11:59:00
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,04-10-2016,11:59:00,0.47327204630575415,12.36636023152877,1.0,2,1.8893088185223015,0.40260378411961706,12.01,2016-10-04 11:59:00
10504,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,04-10-2016,11:59:00,0.21584017124509455,11.079200856225473,1.0,2,1.4863360684980378,0.31861570745501155,11.59,2016-10-04 11:59:00
15752,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,04-10-2016,11:59:00,0.41508217853689977,12.075410892684499,0.5,2,1.7160328714147597,0.3664893979013825,11.83,2016-10-04 11:59:00
7880,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,04-10-2016,11:59:00,0.981159420289855,14.905797101449275,1.0,3,2.192463768115942,0.4657877119315899,12.33,2016-10-04 11:59:00
17064,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,04-10-2016,11:59:00,0.7536458333333333,13.768229166666668,1.0,2,2.0014583333333333,0.4259781240651347,12.13,2016-10-04 11:59:00
6568,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,04-10-2016,11:59:00,0.7855670103092783,13.927835051546392,1.0,3,2.114226804123711,0.4494814675778718,12.25,2016-10-04 11:59:00
5256,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,04-10-2016,11:59:00,0.6425,13.2125,1.0,2,1.957,0.4167120634986181,12.08,2016-10-04 11:59:00
3944,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,04-10-2016,11:59:00,0.9228529839883551,14.614264919941775,0.5,2,1.619141193595342,0.3462951151257618,11.73,2016-10-04 11:59:00
2632,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,04-10-2016,11:59:00,0.9787234042553191,14.893617021276595,0.5,2,1.6414893617021278,0.3509529478356738,11.75,2016-10-04 11:59:00
14440,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,04-10-2016,11:59:00,0.632375189107413,13.161875945537066,1.0,3,2.3529500756429647,0.49923646572297525,12.5,2016-10-04 11:59:00
2633,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0,04-10-2016,12:29:00,0.9872340425531915,14.936170212765958,1.0,3,2.494893617021276,0.528820513365426,12.64,2016-10-04 12:29:00
